,Name,Year,Global_Sales
13206,SD Gundam: Scad Hammers,2006.0,0.05
13207,Spitfire Heroes: Tales of the Royal Air Force,2008.0,0.05
13208,Super Bust-A-Move,2001.0,0.05
13209,TNA iMPACT: Cross the Line,2010.0,0.05
13210,Adventure Time: Explore the Dungeon Because I Don't Know!,2013.0,0.05
13211,ZooCube,2002.0,0.05
13212,Stunt GP,2001.0,0.05
13213,Wicked Monster Blast!,2011.0,0.05
13214,NBA 2K,1999.0,0.05
13215,D.Gray-man: Kami no Shitotachi,2007.0,0.05
13216,Bladestorm: Nightmare,2015.0,0.05
13217,Strikers 1945,1996.0,0.05
13218,World Series of Poker,2005.0,0.05
13219,Jikkyou Oshaberi Parodius,1995.0,0.05
13220,Super Jinsei Game 2,1995.0,0.05
13221,Winter Sports 3: The Great Tournament,2010.0,0.05
13222,J-League Winning Eleven 2010: Club Championship,2010.0,0.05
13223,Johnny Bazookatone,1995.0,0.05
13224,Beastly Frantic Foto,2011.0,0.05
13225,Neverland Card Battles,2008.0,0.05
13226,Need for Speed Underground,2003.0,0.05
13227,Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,2015.0,0.05
13228,Reign of Fire,2002.0,0.05
13229,Worms Reloaded,2010.0,0.05
13230,StarCraft,1998.0,0.05
13231,Koihime Musou,2008.0,0.05
13232,Nicktoons: Attack of the Toybots,2007.0,0.05
13233,NBA 2K17,2016.0,0.05
13234,Blazing Souls: Accelate,2009.0,0.05
13235,Ms Saga: A New Dawn,2005.0,0.05
13236,Kekkon Zenya,1995.0,0.05
13237,Finny the Fish & the Seven Waters,2004.0,0.05
13238,Barnyard,2006.0,0.05
13239,Next Generation of Chaos,2002.0,0.05
13240,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,2008.0,0.05
13241,GrimGrimoire,2007.0,0.05
13242,J-League '96 Dream Stadium,1996.0,0.05
13243,Capcom vs. SNK: Millennium Fight 2000 Pro,2001.0,0.05
13244,Golden Axe: The Duel,1994.0,0.05
13245,Crime Life: Gang Wars,2005.0,0.05
13246,Tokimeki Memorial: Girls Side 1st Love,2007.0,0.05
13247,Putty Squad,2013.0,0.05
13248,Rugby 2005,2005.0,0.05
13249,Rock 'N Roll Racing,2003.0,0.05
13250,Taito Legends,2005.0,0.05
13251,Far Cry,2004.0,0.05
13252,Silhouette Mirage,1998.0,0.05
13253,Dynasty Warriors Vol. 2,2006.0,0.05
13254,Treasure Report: Kikai Jikake no Isan,2011.0,0.05
13255,Growlanser VI: Precarious World,2007.0,0.05
13256,Block Kuzushi,1995.0,0.05
13257,Boing! Docomodake DS,2007.0,0.05
13258,American Bass Challenge,2001.0,0.05
13259,American Chopper 2: Full Throttle,2005.0,0.05
13260,Secret Service,2008.0,0.05
13261,Sword Art Online: Game Director's Edition,2015.0,0.05
13262,Ultimate Ghosts 'n Goblins (JP sales),2006.0,0.05
13263,Rugby 06,2006.0,0.05
13264,Fatal Frame II: Crimson Butterfly Director's Cut,2004.0,0.05
13265,Deadliest Catch: Alaskan Storm,2008.0,0.05
13266,2002 FIFA World Cup,2002.0,0.05
13267,Colin McRae Rally 2005,2004.0,0.05
13268,Kamen Rider: Battride War Genesis,2016.0,0.05
13269,Venus & Braves: Majo to Megami to Horobi no Yogen,2011.0,0.05
13270,Ship Simulator Extremes,2010.0,0.05
13271,Zoop,1995.0,0.05
13272,Powerful Golf,2011.0,0.05
13273,Saiyuki: Journey West,1999.0,0.05
13274,Detective Conan: Marionette Symphony,2013.0,0.05
13275,FIFA Soccer 10,2009.0,0.05
13276,Amnesia Crowd,2013.0,0.05
13277,American Chopper 2: Full Throttle,2005.0,0.05
13278,Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,2008.0,0.05
13279,Monster Hunter Frontier Online,,0.05
13280,Ribbit King,2003.0,0.05
13281,VR Soccer '96,1996.0,0.05
13282,Smash Court Tennis 3,2007.0,0.05
13283,Diabolik Lovers,2012.0,0.05
13284,Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,2008.0,0.05
13285,Summoner: A Goddess Reborn,2003.0,0.05
13286,Saints Row: Gat out of Hell,2015.0,0.05
13287,Rock of the Dead,2010.0,0.05
13288,The Sims,2000.0,0.05
13289,Wasteland 2,2015.0,0.05
13290,Cesar Millan's Dog Whisperer,2008.0,0.05
13291,E.X. Troopers,2012.0,0.05
13292,Kiniro no Corda 2 Encore,2007.0,0.05
13293,Jewel Quest Mysteries,2009.0,0.05
13294,Moon,2009.0,0.05
13295,M&M's Adventure,2008.0,0.05
13296,ESPN Great Outdoor Games Bass 2002,2001.0,0.05
13297,Soul Eater: Plot of Medusa,2008.0,0.05
13298,Payday 2,2013.0,0.05
13299,Grand Ages: Medieval,2015.0,0.05
13300,Handball 16,2015.0,0.05
13301,Gummy Bears Mini Golf,2010.0,0.05
13302,Company of Heroes,2006.0,0.05
13303,Rock Band Country Track Pack 2,2011.0,0.05
13304,Color Cross,2008.0,0.05
13305,Gaist Crusher,2013.0,0.05
13306,Punch King,2002.0,0.05
13307,Silent Hunter: Wolves of the Pacific,2007.0,0.05
13308,World Championship Pool 2004,2004.0,0.05
13309,V-Rally 3,2002.0,0.05
13310,The Dark Spire,2008.0,0.05
13311,Kakuto Chojin,2002.0,0.05
13312,Beyond Oasis,1993.0,0.05
13313,Forza Motorsport 3: Ultimate Edition,2010.0,0.05
13314,Robotech: Invasion,2004.0,0.05
13315,Wii de Asobu Chibi-Robo!,2009.0,0.05
13316,Romance of the Three Kingdoms VI: Awakening of the Dragon,1998.0,0.05
13317,To Heart 2 DX Plus,2011.0,0.05
13318,Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,2011.0,0.05
13319,Naruto: Uzumaki Chronicles 2 (JP sales),2006.0,0.05
13320,Frogger: Ancient Shadow,2005.0,0.05
13321,Snoopy vs the Red Baron,2006.0,0.05
13322,Jonah Lomu Rugby Challenge,2011.0,0.05
13323,Pet Vet: Down Under,2009.0,0.05
13324,World Series of Poker: Tournament of Champions 2007 Edition,2006.0,0.05
13325,National Geographic Challenge!,2011.0,0.05
13326,Raze's Hell,2005.0,0.05
13327,Rain (2013),2013.0,0.05
13328,Billy the Wizard: Rocket Broomstick Racing,2007.0,0.05
13329,Pool Party,2007.0,0.05
13330,Microsoft Train Simulator,2001.0,0.05
13331,Shin Megami Tensei NINE,2002.0,0.05
13332,Magic Carpet,1995.0,0.05
13333,Hoshigami: Ruining Blue Earth,2001.0,0.05
13334,GunPey DS,2006.0,0.05
13335,Cabela's African Safari,2006.0,0.05
13336,Wing Island,2006.0,0.05
13337,Utawarerumono: Itsuwari no Kamen,2015.0,0.05
13338,Clever Kids: Creepy Crawlies,2009.0,0.05
13339,Supreme Commander,2007.0,0.05
13340,NightCaster II: Equinox,2002.0,0.05
13341,F1 2015,2015.0,0.05
13342,SD Gundam G Generation World,2011.0,0.05
13343,Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,2008.0,0.05
13344,Galaxy Racers,2010.0,0.05
13345,Wonder World Amusement Park,2008.0,0.05
13346,Bubble Bobble Revolution,2005.0,0.05
13347,Game of Thrones (Telltale),2015.0,0.05
13348,Time Crisis: Project Titan,2001.0,0.05
13349,Ys: The Ark of Napishtim,2006.0,0.05
13350,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,2011.0,0.05
13351,Crusader: No Remorse,1996.0,0.05
13352,Black & Bruised,2003.0,0.05
13353,MiniCopter: Adventure Flight,2007.0,0.05
13354,Shaun the Sheep,2008.0,0.05
13355,Fast & Furious: Showdown,2013.0,0.05
13356,World Championship Poker: Featuring Howard Lederer - All In,2006.0,0.05
13357,Test Drive: Ferrari Legends,2012.0,0.05
13358,Tom Clancy's Rainbow Six: Lockdown,2005.0,0.05
13359,FIFA Manager 12,2011.0,0.05
13360,Full Spectrum Warrior: Ten Hammers,2006.0,0.05
13361,River City Soccer Hooligans,2010.0,0.05
13362,Shin Hayarigami,2014.0,0.05
13363,TMNT,2007.0,0.05
13364,Turok: Dinosaur Hunter,1997.0,0.05
13365,Puyo Puyo Tetris,2014.0,0.05
13366,Taiko no Tatsujin Portable 2,2006.0,0.05
13367,Gitaroo Man,2001.0,0.05
13368,Super Bubble Pop,2003.0,0.05
13369,Mafia,2002.0,0.05
13370,Rapala Fishing Frenzy 2009,2008.0,0.05
13371,Ride to Hell,2013.0,0.05
13372,Arctic Tale,2007.0,0.05
13373,Balloon Pop,2007.0,0.05
13374,XBLAZE Code: Embryo,2013.0,0.05
13375,Black Mirror 2,2009.0,0.05
13376,Time Travelers,2012.0,0.05
13377,Amnesia Later,2012.0,0.05
13378,B-Boy,2006.0,0.05
13379,Cocoto Kart Racer,2004.0,0.05
13380,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,2011.0,0.05
13381,Intellivision Lives!,2004.0,0.05
13382,Crazy Chicken: Atlantis Quest,2007.0,0.05
13383,Test Drive Le Mans,1999.0,0.05
13384,Counter Force,2007.0,0.05
13385,Monster Jam: Maximum Destruction,2002.0,0.05
13386,Professor Heinz Wolff's Gravity,2008.0,0.05
13387,Fantastic Four: Rise of the Silver Surfer,2007.0,0.05
13388,Big Air Freestyle,2002.0,0.05
13389,Rimo-Cocoron,2001.0,0.05
13390,Rugby World Cup 2015,2015.0,0.05
13391,Mike Tyson Heavyweight Boxing,2002.0,0.05
13392,To Love-Ru Trouble Darkness: Battle Ecstasy,2014.0,0.05
13393,The Berenstain Bears and the Spooky Old Tree,2005.0,0.05
13394,Lux-Pain,2008.0,0.05
13395,Ford Bold Moves Street Racing,2006.0,0.05
13396,Cabela's Trophy Bucks,2007.0,0.05
13397,Hakuouki: Bakumatsu Musou Roku,2012.0,0.05
13398,Mahjong 3D: Warriors of the Emperor,2011.0,0.05
13399,Hiiro no Kakera DS,2008.0,0.05
13400,March of the Penguins,2006.0,0.05
13401,Rock of the Dead,2010.0,0.05
13402,Arcana Famiglia: La storia della Aracana Famiglia,2011.0,0.05
13403,Tokyo Ghoul: Jail,2015.0,0.05
13404,City Life: World Edition,2007.0,0.05
13405,The Misadventures of Tron Bonne,1999.0,0.05
13406,Centipede: Infestation,2011.0,0.05
13407,Wolfenstein,2009.0,0.05
13408,Hero Bank 2,2014.0,0.05
13409,Atelier Ayesha: The Alchemist of Dusk,2014.0,0.05
13410,Brave Story: New Traveller (jp sales),2006.0,0.05
13411,Black Jack vs. Matsudajun,2000.0,0.05
13412,Arslan: The Warriors of Legend,2015.0,0.05
13413,SpongeBob SquarePants: Plankton's Robotic Revenge,2013.0,0.05
13414,Wrath Unleashed,2004.0,0.05
13415,Yoru no Nai Kuni,2015.0,0.05
13416,Garou Densetsu 3: Road to the Final Victory,1996.0,0.05
13417,Bleach: Soul Carnival,2008.0,0.05
13418,Double Dragon Advance,2003.0,0.05
13419,Sesame Street: Elmo's A-to-Zoo Adventure,2010.0,0.05
13420,Family Fortunes,2009.0,0.05
13421,The Bible Game,2005.0,0.05
13422,Inspector Gadget: Gadget's Crazy Maze,2001.0,0.05
13423,World Fantasista,2002.0,0.05
13424,Yager,2003.0,0.05
13425,Fantastic Four: Rise of the Silver Surfer,2007.0,0.05
13426,Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,2006.0,0.05
13427,Toukiden Kiwami,2014.0,0.05
13428,Grey's Anatomy: The Video Game,2009.0,0.05
13429,Tropico 3,2009.0,0.05
13430,Looney Tunes: Cartoon Conductor,2008.0,0.05
13431,Avatar: The Game,2009.0,0.05
13432,Futurama,2003.0,0.05
13433,Pool Hall Pro,2009.0,0.05
13434,Nazo Waku Yakata: Oto no Ma ni Ma ni,2011.0,0.05
13435,Choro Q 64 2: Hacha Mecha Grand Prix Race,1999.0,0.05
13436,Mighty No. 9,2016.0,0.05
13437,Plants vs. Zombies: Garden Warfare 2,2016.0,0.05
13438,Ape Escape,2010.0,0.05
13439,Activision Anthology,2003.0,0.05
13440,Gray Matter,2011.0,0.05
13441,Thrillville: Off the Rails,2007.0,0.05
13442,LEGO Friends,2013.0,0.05
13443,Secret Files: Tunguska,2006.0,0.05
13444,Wayne Gretzky's 3D Hockey '98,1997.0,0.05
13445,Nanda's Island,2009.0,0.05
13446,Hakuouki SSL: Sweet School Life,2014.0,0.05
13447,Trigger Man,2004.0,0.05
13448,Kimi ni Todoke: Tsutaeru Kimochi,2011.0,0.05
13449,Nora to Koku no Koubou: Kiri no Mori no Majo,2011.0,0.05
13450,Bad Boys: Miami Takedown,2004.0,0.05
13451,SpongeBob SquarePants: Plankton's Robotic Revenge,2013.0,0.05
13452,Short Track Racing: Trading Paint,2009.0,0.05
13453,Game no Kanzume Vol 1,1994.0,0.05
13454,Rat Attack!,1999.0,0.04
13455,Jewel Master: Cradle Of Rome 2,2011.0,0.04
13456,National Geographic Panda (US sales),2008.0,0.04
13457,Sushi Go-Round,2010.0,0.04
13458,Danny Phantom: Urban Jungle,2006.0,0.04
13459,Sotsugyou II: Neo Generation,1995.0,0.04
13460,Summon Night Craft Sword Monogatari: Hajimari no Ishi,2005.0,0.04
13461,The King of Fighters 2002: Unlimited Match,2009.0,0.04
13462,Art of Fighting Anthology,2006.0,0.04
13463,Rapala Trophies,2006.0,0.04
13464,Phoenix Wright: Revived Turnabout,2008.0,0.04
13465,Mana Khemia: Alchemists of Al-Revis (JP sales),2007.0,0.04
13466,Runaway: A Twist of Fate,2009.0,0.04
13467,Cheer We Go!,2010.0,0.04
13468,The Tale of Despereaux,2008.0,0.04
13469,The Hustle: Detroit Streets,2006.0,0.04
13470,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,1995.0,0.04
13471,Tomoyo After: It's a Wonderful Life CS Edition,2009.0,0.04
13472,Guilty Gear XX Accent Core,2007.0,0.04
13473,Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,2005.0,0.04
13474,Atelier Escha & Logy: Alchemists of the Dusk Sky,2015.0,0.04
13475,Millipede / Super Breakout / Lunar Lander,2005.0,0.04
13476,World Trigger: Borderless Mission,2015.0,0.04
13477,Disney's Donald Duck: Goin' Quackers,2002.0,0.04
13478,RollerCoaster Tycoon,,0.04
13479,Assault Rigs,1996.0,0.04
13480,Backyard Baseball '09,2008.0,0.04
13481,World Championship Spelling,2010.0,0.04
13482,Yes! PreCure 5,2007.0,0.04
13483,Bionicle Heroes,2007.0,0.04
13484,Tom Clancy's HAWX,2009.0,0.04
13485,Exist Archive: The Other Side of the Sky,2015.0,0.04
13486,Honda ATV Fever,2010.0,0.04
13487,Operation Flashpoint: Elite,2005.0,0.04
13488,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,2016.0,0.04
13489,"Roswell Conspiracies: Aliens, Myths & Legends",2001.0,0.04
13490,Front Mission,2007.0,0.04
13491,Dead Island Definitive Collection,2016.0,0.04
13492,Sekai no Gohan Shaberu! DS Oryouri Navi,2008.0,0.04
13493,Rugby Challenge 3,2016.0,0.04
13494,Boktai 2: Solar Boy Django,2004.0,0.04
13495,Praetorians,2003.0,0.04
13496,Candace Kane's Candy Factory,2008.0,0.04
13497,Nobunaga's Ambition (3DS),2013.0,0.04
13498,Angelique Duet,1998.0,0.04
13499,Shin Fortune Quest: Sokutaku no Kishi,1996.0,0.04
13500,Resident Evil 6,2012.0,0.04
13501,Crushed Baseball,2004.0,0.04
13502,Dark Arena,2002.0,0.04
13503,Just Sing! Vol. 2,2011.0,0.04
13504,Heatseeker,2007.0,0.04
13505,IL-2 Sturmovik: 1946,2006.0,0.04
13506,Jerry Rice and Nitus' Dog Football,2011.0,0.04
13507,TOCA Race Driver 2,2004.0,0.04
13508,I.Q. Remix+: Intelligent Qube,2000.0,0.04
13509,Sébastien Loeb Rally Evo,2016.0,0.04
13510,Growlanser,2009.0,0.04
13511,Trollz: Hair Affair!,2005.0,0.04
13512,Daito Giken Koushiki Pachi-Slot Simulator: Shake II,2007.0,0.04
13513,Grand Slam,1997.0,0.04
13514,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,2009.0,0.04
13515,The King of Fighters 2000,2002.0,0.04
13516,Coraline,2009.0,0.04
13517,FIFA Street 2,2006.0,0.04
13518,M&M's Beach Party,2009.0,0.04
13519,Dead Head Fred,2007.0,0.04
13520,D.C.F.S.: Da Capo Four Seasons,2005.0,0.04
13521,Hyperdimension Neptunia mk2,2014.0,0.04
13522,Disney's Meet the Robinsons,2007.0,0.04
13523,Hanayori Danshi: Koi Seyo Onago,2008.0,0.04
13524,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,2009.0,0.04
13525,Puyo Puyo Tetris,2014.0,0.04
13526,Sonic the Hedgehog 2 (8-bit),1992.0,0.04
13527,FlatOut 2,2006.0,0.04
13528,Rogue Trooper,2006.0,0.04
13529,Spy Fiction,2003.0,0.04
13530,R.B.I. Baseball 2016,2016.0,0.04
13531,Justice League: Chronicles,2003.0,0.04
13532,Resident Evil Director's Cut,2006.0,0.04
13533,Doko Demo Issho: Let's Gakkou!,2006.0,0.04
13534,Monster Trux Arenas: Special Edition,2007.0,0.04
13535,Conflict: Desert Storm II - Back to Bagdhad,2004.0,0.04
13536,Top Gun,2006.0,0.04
13537,Gem Smashers,2011.0,0.04
13538,Split/Second,2010.0,0.04
13539,B's-LOG Party♪,2010.0,0.04
13540,King Arthur,2004.0,0.04
13541,Chicken Shoot,2005.0,0.04
13542,Dai Senryaku VII: Modern Military Tactics,2003.0,0.04
13543,Gormiti: The Lords of Nature!,2010.0,0.04
13544,White Album 2: Shiawase no Mukougawa,2012.0,0.04
13545,Painkiller: Hell & Damnation,2013.0,0.04
13546,Go Go Ackman 3,1995.0,0.04
13547,WSC Real 11: World Snooker Championship,2011.0,0.04
13548,Advance Guardian Heroes,2004.0,0.04
13549,Casual Mania!,2010.0,0.04
13550,Castle of Shikigami III,2007.0,0.04
13551,Star X,2002.0,0.04
13552,Jewel Quest 5: The Sleepless Star,2011.0,0.04
13553,Get Up and Dance,2011.0,0.04
13554,The King of Fighters Kyo,1998.0,0.04
13555,Yowamushi Pedal,2015.0,0.04
13556,WarTech: Senko no Ronde,2006.0,0.04
13557,Record of Agarest War: Marriage,2012.0,0.04
13558,San-X Land: Theme Park de Asobou!,2006.0,0.04
13559,Corpse Party: Book of Shadows,2011.0,0.04
13560,428: Fuusa Sareta Shibuya de,2009.0,0.04
13561,Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,2006.0,0.04
13562,Starry ? Sky: After Spring,2009.0,0.04
13563,Life is Strange,2016.0,0.04
13564,Need for Speed: ProStreet,2007.0,0.04
13565,Naruto Shippuden: Dairansen! Kage Bunshin Emaki,2008.0,0.04
13566,Mechanic Escape,2012.0,0.04
13567,Pro Evolution Soccer 2016,2015.0,0.04
13568,Twilight Syndrome: Kinjiratera Toshi Densetsu,2008.0,0.04
13569,True Love Story 3,2001.0,0.04
13570,Little Battlers eXperience W,2012.0,0.04
13571,The Smurfs,1998.0,0.04
13572,Strike Force Bowling,2004.0,0.04
13573,Chessmaster,2002.0,0.04
13574,Blood Will Tell: Tezuka Osamu's Dororo,2004.0,0.04
13575,The Kore Gang,2010.0,0.04
13576,Red Ninja: End of Honor,2005.0,0.04
13577,Kanuchi: Shiroki Tsubasa no Shou,2008.0,0.04
13578,Summer Athletics 2009,2009.0,0.04
13579,SX Superstar,2003.0,0.04
13580,Katekyoo Hitman Reborn! Battle Arena,2008.0,0.04
13581,Saint Seiya: The Hades,2006.0,0.04
13582,Saki Portable,2010.0,0.04
13583,Riding Stables: The Whitakers present Milton and Friends,2011.0,0.04
13584,Naruto Shippuuden: Shinobi Retsuden III,2009.0,0.04
13585,Metal Gear Solid: Digital Graphic Novel,2006.0,0.04
13586,Max & the Magic Marker,2011.0,0.04
13587,Outlaw Tennis,2005.0,0.04
13588,Free Running,2009.0,0.04
13589,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,2013.0,0.04
13590,Barnyard,2006.0,0.04
13591,SPRay,2008.0,0.04
13592,No Rules: Get Phat,2001.0,0.04
13593,Battle Rage,2008.0,0.04
13594,Zombi Daisuki,2011.0,0.04
13595,Igor: The Game,2008.0,0.04
13596,LEGO Indiana Jones: The Original Adventures,2008.0,0.04
13597,Card Fight!! Vanguard G: Stride to Victory!!,2016.0,0.04
13598,"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",2006.0,0.04
13599,Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,2014.0,0.04
13600,Challenge Me: Maths Workout,2009.0,0.04
13601,The Invincible Iron Man,2002.0,0.04
13602,NASCAR 07,2006.0,0.04
13603,Refrain no Chika Meikyuu to Majo no Ryodan,2016.0,0.04
13604,Dance Dance Revolution Disney Mix,2000.0,0.04
13605,Maken Shao: Demon Sword,2001.0,0.04
13606,Playmobil Top Agents,2010.0,0.04
13607,The Monkey King: The Legend Begins,2007.0,0.04
13608,Super Robot Taisen OG Infinite Battle,2013.0,0.04
13609,Scaler,2004.0,0.04
13610,Attack of the Movies 3D,2010.0,0.04
13611,BeatMania IIDX 16: Empress + Premium Best,2009.0,0.04
13612,FIFA Soccer 2003 (weekly jp sales),2002.0,0.04
13613,Emergency Room: Real Life Rescues,2009.0,0.04
13614,High Heat Baseball 2002,2001.0,0.04
13615,Utawarerumono: Futari no Hakuoro,2016.0,0.04
13616,Puyo Pop Fever,2004.0,0.04
13617,The Sims 2: Pets,2006.0,0.04
13618,Hana to Ikimo no Rittai Zukan,2011.0,0.04
13619,Bloody Roar Extreme,2003.0,0.04
13620,Platinum Sudoku,2007.0,0.04
13621,Kamen Rider: Battride War Genesis,2016.0,0.04
13622,Tennis Masters Series 2003,2002.0,0.04
13623,The Sims Deluxe,2002.0,0.04
13624,Port Royale 2,2004.0,0.04
13625,Amagami,2014.0,0.04
13626,Duke Nukem Trilogy: Critical Mass,2011.0,0.04
13627,MLB SlugFest 20-04,2003.0,0.04
13628,Pocket Pool,2007.0,0.04
13629,Jissen Pachislot Hisshouhou! Hokuto no Ken DS,2005.0,0.04
13630,Lise no Atelier: Ordre no Renkinjutsushi,2007.0,0.04
13631,Black & White,2001.0,0.04
13632,NCIS,2011.0,0.04
13633,The Cube,2012.0,0.04
13634,Company of Heroes: Tales of Valor,2009.0,0.04
13635,Myth Makers: Trixie in Toyland,2008.0,0.04
13636,NatGeo Challenge! Wild Life,2010.0,0.04
13637,Breath of Fire III,2005.0,0.04
13638,Torino 2006,2006.0,0.04
13639,Devil May Cry 4,2008.0,0.04
13640,Amnesia,2011.0,0.04
13641,Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,2006.0,0.04
13642,Fashion Week Jr. Designer,2009.0,0.04
13643,Jewel Quest Mysteries 2: Trail of the Midnight Heart,2011.0,0.04
13644,Sherlock Holmes: Secret of The Silver Earring,2010.0,0.04
13645,Metal Slug 4 & 5,2005.0,0.04
13646,Great Battle Full Blast,2012.0,0.04
13647,Guilty Gear XX Accent Core,2007.0,0.04
13648,Hitman (2016),2016.0,0.04
13649,World Poker Tour,2006.0,0.04
13650,Saint Seiya: Soldiers' Soul,2015.0,0.04
13651,7 Days to Die,2016.0,0.04
13652,Digimon Rumble Arena 2,2004.0,0.04
13653,Doki Doki! PreCure Narikiri Life!,2013.0,0.04
13654,Gravity Falls: Legend of the Gnome Gemulets,2015.0,0.04
13655,Watashi no Relaxuma,2007.0,0.04
13656,Phantom Kingdom Portable,2011.0,0.04
13657,Pac-Man World Rally,2006.0,0.04
13658,Way of the Samurai 2 Portable,2009.0,0.04
13659,Heroes of Might and Magic V,2006.0,0.04
13660,Mazes of Fate DS,2008.0,0.04
13661,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,2008.0,0.04
13662,Hellboy: The Science of Evil,2008.0,0.04
13663,Virtua Tennis 4,2011.0,0.04
13664,Mortimer Beckett and the Secrets of Spooky Manor,2008.0,0.04
13665,Farm Frenzy 3,2009.0,0.04
13666,GRID,,0.04
13667,Little Busters! Converted Edition,2010.0,0.04
13668,Unison: Rebels of Rhythm & Dance,2000.0,0.04
13669,Ferrari Challenge Trofeo Pirelli,2008.0,0.04
13670,WTF: Work Time Fun,2005.0,0.04
13671,Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,2007.0,0.04
13672,Major League Baseball 2K12,2012.0,0.04
13673,B.L.U.E.: Legend of Water,,0.04
13674,Dark Half,1996.0,0.04
13675,System 3 presents Ferrari Challenge Trofeo Pirelli,2008.0,0.04
13676,Luxor: Pharaoh's Challenge,,0.04
13677,Nitroplus Blasterz: Heroines Infinite Duel,2015.0,0.04
13678,Imperial Glory,2005.0,0.04
13679,Lionel Trains: On Track,2006.0,0.04
13680,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,2008.0,0.04
13681,Shukufuku no Campanella Portable,2010.0,0.04
13682,The Wolf Among Us,2011.0,0.04
13683,Sonic PC Collection,2009.0,0.04
13684,Horses 3D,2012.0,0.04
13685,Yourself Fitness,2005.0,0.04
13686,Chaos;Head - Love Chu*Chu!,2011.0,0.04
13687,Lost Planet 3,2013.0,0.04
13688,Paws & Claws: Regal Resort,2010.0,0.04
13689,Hannspree Ten Kate Honda: SBK Superbike World Championship,2007.0,0.04
13690,Star Trek: Shattered Universe,2004.0,0.04
13691,12Riven: The Psi-Climinal of Integral,2008.0,0.04
13692,Battle Spirits: Digital Starter,2010.0,0.04
13693,Rise of Nations,2003.0,0.04
13694,Deadliest Warrior: Ancient Combat,2012.0,0.04
13695,WarJetz,2001.0,0.04
13696,Breeding Stud 2,1998.0,0.04
13697,Banushi Life Game: Winner's Circle,2007.0,0.04
13698,Catwoman,2004.0,0.04
13699,Gakuen Hetalia Portable,2011.0,0.04
13700,Gitaroo Man Lives!,2006.0,0.04
13701,Chibi Maruko-Chan DS: Maru-Chan no Machi,2009.0,0.04
13702,Capcom Fighting Evolution,2005.0,0.04
13703,XCOM 2,2016.0,0.04
13704,Company of Heroes: Opposing Fronts,2007.0,0.04
13705,Novastorm,1995.0,0.04
13706,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,2012.0,0.04
13707,PopCap Arcade Vol 1,2007.0,0.04
13708,Dead Ball Zone,1998.0,0.04
13709,NBA in the Zone 2000,2000.0,0.04
13710,Men of War: Vietnam,2011.0,0.04
13711,NBA In The Zone '99,1998.0,0.04
13712,Winning Post World 2010,2010.0,0.04
13713,Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,2010.0,0.04
13714,SWAT: Target Liberty,2007.0,0.04
13715,OutRun 2006: Coast 2 Coast,2006.0,0.04
13716,Haunted Casino,1996.0,0.04
13717,World Series Baseball,1994.0,0.04
13718,Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,2012.0,0.04
13719,Aeon Flux,2005.0,0.04
13720,Chicken Blaster,2009.0,0.04
13721,Summer Challenge: Athletics Tournament,2011.0,0.04
13722,S.Y.K Renshouden Portable,2011.0,0.04
13723,Metal Max Returns,1995.0,0.04
13724,Shattered Union,2005.0,0.04
13725,Off-Road Drive,2011.0,0.04
13726,Hanaoni: Yume no Tsudzuki,2012.0,0.04
13727,Mat Hoffman's Pro BMX 2,2002.0,0.04
13728,Unchained Blades,2011.0,0.04
13729,Harley-Davidson: Road Trip,2010.0,0.04
13730,Gal*Gun,2011.0,0.04
13731,GoGo's Crazy Bones,2012.0,0.04
13732,MLB 2K12 / NBA 2K12 Combo Pack,2012.0,0.04
13733,Grand Theft Auto: Vice City,2003.0,0.04
13734,NHL Hitz Pro,,0.04
13735,Ookami Kakushi,2009.0,0.04
